REF_DATE,GEO,Gender,Group,Total_Value
2019,Prince Edward Island,Female,75 years and older,7133
2019,Quebec,Male,11 years and younger,559521
2019,Quebec,Male,12 to 17 years,258281
2019,Quebec,Male,18 to 24 years,350062
2019,Quebec,Male,25 to 44 years,1148562
2019,Quebec,Male,45 to 64 years,1171327
2019,Quebec,Male,65 to 74 years,455803
2019,Quebec,Male,75 years and older,289695
2019,Quebec,Total,11 years and younger,1093579
2019,Quebec,Total,12 to 17 years,507080
2019,Quebec,Total,18 to 24 years,680968
2019,Quebec,Total,25 to 44 years,2251303
2019,Quebec,Total,45 to 64 years,2327454
2019,Quebec,Total,65 to 74 years,933164
2019,Quebec,Total,75 years and older,687411
2019,Quebec,Female,11 years and younger,534058
2019,Quebec,Female,12 to 17 years,248799
2019,Quebec,Female,18 to 24 years,330906
2019,Quebec,Female,25 to 44 years,1102741
2019,Quebec,Female,45 to 64 years,1156127
2019,Quebec,Female,65 to 74 years,477361
2019,Quebec,Female,75 years and older,397716
2019,Saskatchewan,Male,11 years and younger,94335
2019,Saskatchewan,Male,12 to 17 years,43308
2019,Saskatchewan,Male,18 to 24 years,53354
2019,Saskatchewan,Male,25 to 44 years,164981
2019,Saskatchewan,Male,45 to 64 years,145024
2019,Saskatchewan,Male,65 to 74 years,51602
2019,Saskatchewan,Male,75 years and older,34034
2019,Saskatchewan,Total,11 years and younger,184284
2019,Saskatchewan,Total,12 to 17 years,84288
2019,Saskatchewan,Total,18 to 24 years,102100
2019,Saskatchewan,Total,25 to 44 years,321210
2019,Saskatchewan,Total,45 to 64 years,286989
2019,Saskatchewan,Total,65 to 74 years,104051
2019,Saskatchewan,Total,75 years and older,80857
2019,Saskatchewan,Female,11 years and younger,89949
2019,Saskatchewan,Female,12 to 17 years,40980
2019,Saskatchewan,Female,18 to 24 years,48746
2019,Saskatchewan,Female,25 to 44 years,156229
2019,Saskatchewan,Female,45 to 64 years,141965
2019,Saskatchewan,Female,65 to 74 years,52449
2019,Saskatchewan,Female,75 years and older,46823
2019,Yukon,Male,11 years and younger,2909
2019,Yukon,Male,12 to 17 years,1306
2019,Yukon,Male,18 to 24 years,1588
2019,Yukon,Male,25 to 44 years,6408
2019,Yukon,Male,45 to 64 years,5800
2019,Yukon,Male,65 to 74 years,1978
2019,Yukon,Male,75 years and older,824
2019,Yukon,Total,11 years and younger,5540
2019,Yukon,Total,12 to 17 years,2547
2019,Yukon,Total,18 to 24 years,3166
2019,Yukon,Total,25 to 44 years,12951
2019,Yukon,Total,45 to 64 years,11641
2019,Yukon,Total,65 to 74 years,3722
2019,Yukon,Total,75 years and older,1618
2019,Yukon,Female,11 years and younger,2631
2019,Yukon,Female,12 to 17 years,1241
2019,Yukon,Female,18 to 24 years,1578
2019,Yukon,Female,25 to 44 years,6543
2019,Yukon,Female,45 to 64 years,5841
2019,Yukon,Female,65 to 74 years,1744
2019,Yukon,Female,75 years and older,794
2020,Alberta,Male,11 years and younger,340603
2020,Alberta,Male,12 to 17 years,162372
2020,Alberta,Male,18 to 24 years,194700
2020,Alberta,Male,25 to 44 years,678177
2020,Alberta,Male,45 to 64 years,560382
2020,Alberta,Male,65 to 74 years,179974
2020,Alberta,Male,75 years and older,105272
2020,Alberta,Total,11 years and younger,663413
2020,Alberta,Total,12 to 17 years,316215
2020,Alberta,Total,18 to 24 years,377193
2020,Alberta,Total,25 to 44 years,1336431
2020,Alberta,Total,45 to 64 years,1107307
2020,Alberta,Total,65 to 74 years,366330
2020,Alberta,Total,75 years and older,239704
2020,Alberta,Female,11 years and younger,322810
2020,Alberta,Female,12 to 17 years,153843
2020,Alberta,Female,18 to 24 years,182493
2020,Alberta,Female,25 to 44 years,658254
2020,Alberta,Female,45 to 64 years,546925
2020,Alberta,Female,65 to 74 years,186356
2020,Alberta,Female,75 years and older,134432
2020,British Columbia,Male,11 years and younger,297730
2020,British Columbia,Male,12 to 17 years,159362
2020,British Columbia,Male,18 to 24 years,236063
2020,British Columbia,Male,25 to 44 years,735403
2020,British Columbia,Male,45 to 64 years,678646
2020,British Columbia,Male,65 to 74 years,276421
2020,British Columbia,Male,75 years and older,182662
2020,British Columbia,Total,11 years and younger,579165
2020,British Columbia,Total,12 to 17 years,309140
2020,British Columbia,Total,18 to 24 years,461506
2020,British Columbia,Total,25 to 44 years,1452613
2020,British Columbia,Total,45 to 64 years,1391101
2020,British Columbia,Total,65 to 74 years,573036
2020,British Columbia,Total,75 years and older,407890
2020,British Columbia,Female,11 years and younger,281435
2020,British Columbia,Female,12 to 17 years,149778
2020,British Columbia,Female,18 to 24 years,225443
2020,British Columbia,Female,25 to 44 years,717210
2020,British Columbia,Female,45 to 64 years,712455
2020,British Columbia,Female,65 to 74 years,296615
2020,British Columbia,Female,75 years and older,225228
2020,Canada,Male,11 years and younger,2489555
2020,Canada,Male,12 to 17 years,1265266
2020,Canada,Male,18 to 24 years,1730288
2020,Canada,Male,25 to 44 years,5277681
2020,Canada,Male,45 to 64 years,5031124
2020,Canada,Male,65 to 74 years,1904108
2020,Canada,Male,75 years and older,1229284
2020,Canada,Total,11 years and younger,4853964
2020,Canada,Total,12 to 17 years,2461540
2020,Canada,Total,18 to 24 years,3338000
2020,Canada,Total,25 to 44 years,10418231
2020,Canada,Total,45 to 64 years,10147382
2020,Canada,Total,65 to 74 years,3945288
2020,Canada,Total,75 years and older,2854339
2020,Canada,Female,11 years and younger,2364409
2020,Canada,Female,12 to 17 years,1196274
2020,Canada,Female,18 to 24 years,1607712
2020,Canada,Female,25 to 44 years,5140550
2020,Canada,Female,45 to 64 years,5116258
2020,Canada,Female,65 to 74 years,2041180
2020,Canada,Female,75 years and older,1625055
2020,Manitoba,Male,11 years and younger,107266
2020,Manitoba,Male,12 to 17 years,51827
2020,Manitoba,Male,18 to 24 years,70853
2020,Manitoba,Male,25 to 44 years,193346
2020,Manitoba,Male,45 to 64 years,169463
2020,Manitoba,Male,65 to 74 years,62353
2020,Manitoba,Male,75 years and older,39193
2020,Manitoba,Total,11 years and younger,208745
2020,Manitoba,Total,12 to 17 years,100417
2020,Manitoba,Total,18 to 24 years,133269
2020,Manitoba,Total,25 to 44 years,376759
2020,Manitoba,Total,45 to 64 years,338426
2020,Manitoba,Total,65 to 74 years,129181
2020,Manitoba,Total,75 years and older,92891
2020,Manitoba,Female,11 years and younger,101479
2020,Manitoba,Female,12 to 17 years,48590
2020,Manitoba,Female,18 to 24 years,62416
2020,Manitoba,Female,25 to 44 years,183413
2020,Manitoba,Female,45 to 64 years,168963
2020,Manitoba,Female,65 to 74 years,66828
2020,Manitoba,Female,75 years and older,53698
2020,New Brunswick,Male,11 years and younger,44902
2020,New Brunswick,Male,12 to 17 years,24318
2020,New Brunswick,Male,18 to 24 years,30864
2020,New Brunswick,Male,25 to 44 years,92260
2020,New Brunswick,Male,45 to 64 years,114387
2020,New Brunswick,Male,65 to 74 years,50173
2020,New Brunswick,Male,75 years and older,29777
2020,New Brunswick,Total,11 years and younger,88363
2020,New Brunswick,Total,12 to 17 years,47293
2020,New Brunswick,Total,18 to 24 years,59733
2020,New Brunswick,Total,25 to 44 years,184328
2020,New Brunswick,Total,45 to 64 years,231419
2020,New Brunswick,Total,65 to 74 years,103439
2020,New Brunswick,Total,75 years and older,68636
2020,New Brunswick,Female,11 years and younger,43461
2020,New Brunswick,Female,12 to 17 years,22975
2020,New Brunswick,Female,18 to 24 years,28869
2020,New Brunswick,Female,25 to 44 years,92068
2020,New Brunswick,Female,45 to 64 years,117032
2020,New Brunswick,Female,65 to 74 years,53266
2020,New Brunswick,Female,75 years and older,38859
2020,Newfoundland and Labrador,Male,11 years and younger,27984
2020,Newfoundland and Labrador,Male,12 to 17 years,16076
2020,Newfoundland and Labrador,Male,18 to 24 years,20627
2020,Newfoundland and Labrador,Male,25 to 44 years,60232
2020,Newfoundland and Labrador,Male,45 to 64 years,80119
2020,Newfoundland and Labrador,Male,65 to 74 years,36206
2020,Newfoundland and Labrador,Male,75 years and older,19411
2020,Newfoundland and Labrador,Total,11 years and younger,54424
2020,Newfoundland and Labrador,Total,12 to 17 years,31162
2020,Newfoundland and Labrador,Total,18 to 24 years,39537
2020,Newfoundland and Labrador,Total,25 to 44 years,120419
2020,Newfoundland and Labrador,Total,45 to 64 years,162872
2020,Newfoundland and Labrador,Total,65 to 74 years,74469
2020,Newfoundland and Labrador,Total,75 years and older,43891
2020,Newfoundland and Labrador,Female,11 years and younger,26440
2020,Newfoundland and Labrador,Female,12 to 17 years,15086
2020,Newfoundland and Labrador,Female,18 to 24 years,18910
2020,Newfoundland and Labrador,Female,25 to 44 years,60187
2020,Newfoundland and Labrador,Female,45 to 64 years,82753
2020,Newfoundland and Labrador,Female,65 to 74 years,38263
2020,Newfoundland and Labrador,Female,75 years and older,24480
2020,Northwest Territories,Male,11 years and younger,3678
2020,Northwest Territories,Male,12 to 17 years,1717
2020,Northwest Territories,Male,18 to 24 years,2015
2020,Northwest Territories,Male,25 to 44 years,7138
2020,Northwest Territories,Male,45 to 64 years,6118
2020,Northwest Territories,Male,65 to 74 years,1526
2020,Northwest Territories,Male,75 years and older,617
2020,Northwest Territories,Total,11 years and younger,7261
2020,Northwest Territories,Total,12 to 17 years,3384
2020,Northwest Territories,Total,18 to 24 years,3989
2020,Northwest Territories,Total,25 to 44 years,13948
2020,Northwest Territories,Total,45 to 64 years,11753
2020,Northwest Territories,Total,65 to 74 years,2867
2020,Northwest Territories,Total,75 years and older,1302
2020,Northwest Territories,Female,11 years and younger,3583
2020,Northwest Territories,Female,12 to 17 years,1667
2020,Northwest Territories,Female,18 to 24 years,1974
2020,Northwest Territories,Female,25 to 44 years,6810
2020,Northwest Territories,Female,45 to 64 years,5635
2020,Northwest Territories,Female,65 to 74 years,1341
2020,Northwest Territories,Female,75 years and older,685
2020,Nova Scotia,Male,11 years and younger,56203
2020,Nova Scotia,Male,12 to 17 years,29803
2020,Nova Scotia,Male,18 to 24 years,44000
2020,Nova Scotia,Male,25 to 44 years,121271
2020,Nova Scotia,Male,45 to 64 years,139180
2020,Nova Scotia,Male,65 to 74 years,60267
2020,Nova Scotia,Male,75 years and older,36421
2020,Nova Scotia,Total,11 years and younger,109789
2020,Nova Scotia,Total,12 to 17 years,57687
2020,Nova Scotia,Total,18 to 24 years,84221
2020,Nova Scotia,Total,25 to 44 years,242711
2020,Nova Scotia,Total,45 to 64 years,284601
2020,Nova Scotia,Total,65 to 74 years,125109
2020,Nova Scotia,Total,75 years and older,84735
2020,Nova Scotia,Female,11 years and younger,53586
2020,Nova Scotia,Female,12 to 17 years,27884
2020,Nova Scotia,Female,18 to 24 years,40221
2020,Nova Scotia,Female,25 to 44 years,121440
2020,Nova Scotia,Female,45 to 64 years,145421
2020,Nova Scotia,Female,65 to 74 years,64842
2020,Nova Scotia,Female,75 years and older,48314
2020,Nunavut,Male,11 years and younger,5194
2020,Nunavut,Male,12 to 17 years,2102
2020,Nunavut,Male,18 to 24 years,2308
2020,Nunavut,Male,25 to 44 years,5865
2020,Nunavut,Male,45 to 64 years,3692
2020,Nunavut,Male,65 to 74 years,661
2020,Nunavut,Male,75 years and older,206
2020,Nunavut,Total,11 years and younger,10366
2020,Nunavut,Total,12 to 17 years,4233
2020,Nunavut,Total,18 to 24 years,4534
2020,Nunavut,Total,25 to 44 years,11455
2020,Nunavut,Total,45 to 64 years,7248
2020,Nunavut,Total,65 to 74 years,1222
2020,Nunavut,Total,75 years and older,421
2020,Nunavut,Female,11 years and younger,5172
2020,Nunavut,Female,12 to 17 years,2131
2020,Nunavut,Female,18 to 24 years,2226
2020,Nunavut,Female,25 to 44 years,5590
2020,Nunavut,Female,45 to 64 years,3556
2020,Nunavut,Female,65 to 74 years,561
2020,Nunavut,Female,75 years and older,215
2020,Ontario,Male,11 years and younger,937522
2020,Ontario,Male,12 to 17 years,500223
2020,Ontario,Male,18 to 24 years,719073
2020,Ontario,Male,25 to 44 years,2035908
2020,Ontario,Male,45 to 64 years,1942888
2020,Ontario,Male,65 to 74 years,701637
2020,Ontario,Male,75 years and older,472962
2020,Ontario,Total,11 years and younger,1828536
2020,Ontario,Total,12 to 17 years,969977
2020,Ontario,Total,18 to 24 years,1379348
2020,Ontario,Total,25 to 44 years,4036673
2020,Ontario,Total,45 to 64 years,3959764
2020,Ontario,Total,65 to 74 years,1476508
2020,Ontario,Total,75 years and older,1107450
2020,Ontario,Female,11 years and younger,891014
2020,Ontario,Female,12 to 17 years,469754
2020,Ontario,Female,18 to 24 years,660275
2020,Ontario,Female,25 to 44 years,2000765
2020,Ontario,Female,45 to 64 years,2016876
2020,Ontario,Female,65 to 74 years,774871
2020,Ontario,Female,75 years and older,634488
2020,Prince Edward Island,Male,11 years and younger,9712
2020,Prince Edward Island,Male,12 to 17 years,5295
2020,Prince Edward Island,Male,18 to 24 years,7879
2020,Prince Edward Island,Male,25 to 44 years,18616
2020,Prince Edward Island,Male,45 to 64 years,21479
2020,Prince Edward Island,Male,65 to 74 years,9266
2020,Prince Edward Island,Male,75 years and older,5355
2020,Prince Edward Island,Total,11 years and younger,18964
2020,Prince Edward Island,Total,12 to 17 years,10618
2020,Prince Edward Island,Total,18 to 24 years,15305
2020,Prince Edward Island,Total,25 to 44 years,38257
2020,Prince Edward Island,Total,45 to 64 years,44056
2020,Prince Edward Island,Total,65 to 74 years,19223
2020,Prince Edward Island,Total,75 years and older,12724
2020,Prince Edward Island,Female,11 years and younger,9252
2020,Prince Edward Island,Female,12 to 17 years,5323
2020,Prince Edward Island,Female,18 to 24 years,7426
2020,Prince Edward Island,Female,25 to 44 years,19641
2020,Prince Edward Island,Female,45 to 64 years,22577
2020,Prince Edward Island,Female,65 to 74 years,9957
2020,Prince Edward Island,Female,75 years and older,7369
2020,Quebec,Male,11 years and younger,561811
2020,Quebec,Male,12 to 17 years,266337
2020,Quebec,Male,18 to 24 years,347742
2020,Quebec,Male,25 to 44 years,1158634
2020,Quebec,Male,45 to 64 years,1165520
2020,Quebec,Male,65 to 74 years,469225
2020,Quebec,Male,75 years and older,301680
2020,Quebec,Total,11 years and younger,1096191
2020,Quebec,Total,12 to 17 years,522481
2020,Quebec,Total,18 to 24 years,675661
2020,Quebec,Total,25 to 44 years,2270656
2020,Quebec,Total,45 to 64 years,2312735
2020,Quebec,Total,65 to 74 years,960391
2020,Quebec,Total,75 years and older,710830
2020,Quebec,Female,11 years and younger,534380
2020,Quebec,Female,12 to 17 years,256144
2020,Quebec,Female,18 to 24 years,327919
2020,Quebec,Female,25 to 44 years,1112022
2020,Quebec,Female,45 to 64 years,1147215
2020,Quebec,Female,65 to 74 years,491166
2020,Quebec,Female,75 years and older,409150
2020,Saskatchewan,Male,11 years and younger,94031
2020,Saskatchewan,Male,12 to 17 years,44454
2020,Saskatchewan,Male,18 to 24 years,52561
2020,Saskatchewan,Male,25 to 44 years,164297
2020,Saskatchewan,Male,45 to 64 years,143582
2020,Saskatchewan,Male,65 to 74 years,54336
2020,Saskatchewan,Male,75 years and older,34794
2020,Saskatchewan,Total,11 years and younger,183128
2020,Saskatchewan,Total,12 to 17 years,86300
2020,Saskatchewan,Total,18 to 24 years,100518
2020,Saskatchewan,Total,25 to 44 years,320683
2020,Saskatchewan,Total,45 to 64 years,284636
2020,Saskatchewan,Total,65 to 74 years,109553
2020,Saskatchewan,Total,75 years and older,82070
2020,Saskatchewan,Female,11 years and younger,89097
2020,Saskatchewan,Female,12 to 17 years,41846
2020,Saskatchewan,Female,18 to 24 years,47957
2020,Saskatchewan,Female,25 to 44 years,156386
2020,Saskatchewan,Female,45 to 64 years,141054
2020,Saskatchewan,Female,65 to 74 years,55217
2020,Saskatchewan,Female,75 years and older,47276
2020,Yukon,Male,11 years and younger,2919
2020,Yukon,Male,12 to 17 years,1380
2020,Yukon,Male,18 to 24 years,1603
2020,Yukon,Male,25 to 44 years,6534
2020,Yukon,Male,45 to 64 years,5668
2020,Yukon,Male,65 to 74 years,2063
2020,Yukon,Male,75 years and older,934
2020,Yukon,Total,11 years and younger,5619
2020,Yukon,Total,12 to 17 years,2633
2020,Yukon,Total,18 to 24 years,3186
2020,Yukon,Total,25 to 44 years,13298
2020,Yukon,Total,45 to 64 years,11464
2020,Yukon,Total,65 to 74 years,3960
2020,Yukon,Total,75 years and older,1795
2020,Yukon,Female,11 years and younger,2700
2020,Yukon,Female,12 to 17 years,1253
2020,Yukon,Female,18 to 24 years,1583
2020,Yukon,Female,25 to 44 years,6764
2020,Yukon,Female,45 to 64 years,5796
2020,Yukon,Female,65 to 74 years,1897
2020,Yukon,Female,75 years and older,861
2021,Alberta,Male,11 years and younger,337300
2021,Alberta,Male,12 to 17 years,166744
2021,Alberta,Male,18 to 24 years,191810
2021,Alberta,Male,25 to 44 years,676062
2021,Alberta,Male,45 to 64 years,561911
2021,Alberta,Male,65 to 74 years,189809
2021,Alberta,Male,75 years and older,109860
2021,Alberta,Total,11 years and younger,656680
2021,Alberta,Total,12 to 17 years,323217
2021,Alberta,Total,18 to 24 years,372576
2021,Alberta,Total,25 to 44 years,1332424
2021,Alberta,Total,45 to 64 years,1110585
2021,Alberta,Total,65 to 74 years,385987
2021,Alberta,Total,75 years and older,249144
2021,Alberta,Female,11 years and younger,319380
2021,Alberta,Female,12 to 17 years,156473
2021,Alberta,Female,18 to 24 years,180766
2021,Alberta,Female,25 to 44 years,656362
2021,Alberta,Female,45 to 64 years,548674
2021,Alberta,Female,65 to 74 years,196178
2021,Alberta,Female,75 years and older,139284
2021,British Columbia,Male,11 years and younger,296428
2021,British Columbia,Male,12 to 17 years,161374
2021,British Columbia,Male,18 to 24 years,225265
2021,British Columbia,Male,25 to 44 years,757727
2021,British Columbia,Male,45 to 64 years,675099
2021,British Columbia,Male,65 to 74 years,285389
2021,British Columbia,Male,75 years and older,190151
2021,British Columbia,Total,11 years and younger,578259
2021,British Columbia,Total,12 to 17 years,311888
2021,British Columbia,Total,18 to 24 years,442001
2021,British Columbia,Total,25 to 44 years,1492386
2021,British Columbia,Total,45 to 64 years,1384035
2021,British Columbia,Total,65 to 74 years,592489
2021,British Columbia,Total,75 years and older,423934
2021,British Columbia,Female,11 years and younger,281831
2021,British Columbia,Female,12 to 17 years,150514
2021,British Columbia,Female,18 to 24 years,216736
2021,British Columbia,Female,25 to 44 years,734659
2021,British Columbia,Female,45 to 64 years,708936
2021,British Columbia,Female,65 to 74 years,307100
2021,British Columbia,Female,75 years and older,233783
2021,Canada,Male,11 years and younger,2472115
2021,Canada,Male,12 to 17 years,1285964
2021,Canada,Male,18 to 24 years,1676066
2021,Canada,Male,25 to 44 years,5348306
2021,Canada,Male,45 to 64 years,5011760
2021,Canada,Male,65 to 74 years,1964831
2021,Canada,Male,75 years and older,1281905
2021,Canada,Total,11 years and younger,4820042
2021,Canada,Total,12 to 17 years,2494877
2021,Canada,Total,18 to 24 years,3238918
2021,Canada,Total,25 to 44 years,10527072
2021,Canada,Total,45 to 64 years,10112965
2021,Canada,Total,65 to 74 years,4072271
2021,Canada,Total,75 years and older,2963115
2021,Canada,Female,11 years and younger,2347927
2021,Canada,Female,12 to 17 years,1208913
2021,Canada,Female,18 to 24 years,1562852
2021,Canada,Female,25 to 44 years,5178766
2021,Canada,Female,45 to 64 years,5101205
2021,Canada,Female,65 to 74 years,2107440
2021,Canada,Female,75 years and older,1681210
2021,Manitoba,Male,11 years and younger,106768
2021,Manitoba,Male,12 to 17 years,52472
2021,Manitoba,Male,18 to 24 years,72005
2021,Manitoba,Male,25 to 44 years,196412
2021,Manitoba,Male,45 to 64 years,169336
2021,Manitoba,Male,65 to 74 years,64543
2021,Manitoba,Male,75 years and older,40347
2021,Manitoba,Total,11 years and younger,207650
2021,Manitoba,Total,12 to 17 years,101560
2021,Manitoba,Total,18 to 24 years,134836
2021,Manitoba,Total,25 to 44 years,380598
2021,Manitoba,Total,45 to 64 years,337906
2021,Manitoba,Total,65 to 74 years,133345
2021,Manitoba,Total,75 years and older,95533
2021,Manitoba,Female,11 years and younger,100882
2021,Manitoba,Female,12 to 17 years,49088
2021,Manitoba,Female,18 to 24 years,62831
2021,Manitoba,Female,25 to 44 years,184186
2021,Manitoba,Female,45 to 64 years,168570
2021,Manitoba,Female,65 to 74 years,68802
2021,Manitoba,Female,75 years and older,55186
2021,New Brunswick,Male,11 years and younger,44697
2021,New Brunswick,Male,12 to 17 years,24494
2021,New Brunswick,Male,18 to 24 years,31119
2021,New Brunswick,Male,25 to 44 years,93641
2021,New Brunswick,Male,45 to 64 years,113528
2021,New Brunswick,Male,65 to 74 years,51665
2021,New Brunswick,Male,75 years and older,31388
2021,New Brunswick,Total,11 years and younger,87811
2021,New Brunswick,Total,12 to 17 years,47618
2021,New Brunswick,Total,18 to 24 years,60102
2021,New Brunswick,Total,25 to 44 years,186695
2021,New Brunswick,Total,45 to 64 years,229924
2021,New Brunswick,Total,65 to 74 years,106559
2021,New Brunswick,Total,75 years and older,71848
2021,New Brunswick,Female,11 years and younger,43114
2021,New Brunswick,Female,12 to 17 years,23124
2021,New Brunswick,Female,18 to 24 years,28983
2021,New Brunswick,Female,25 to 44 years,93054
2021,New Brunswick,Female,45 to 64 years,116396
2021,New Brunswick,Female,65 to 74 years,54894
2021,New Brunswick,Female,75 years and older,40460
2021,Newfoundland and Labrador,Male,11 years and younger,27310
2021,Newfoundland and Labrador,Male,12 to 17 years,16144
2021,Newfoundland and Labrador,Male,18 to 24 years,20279
2021,Newfoundland and Labrador,Male,25 to 44 years,59835
2021,Newfoundland and Labrador,Male,45 to 64 years,79176
2021,Newfoundland and Labrador,Male,65 to 74 years,36838
2021,Newfoundland and Labrador,Male,75 years and older,20866
2021,Newfoundland and Labrador,Total,11 years and younger,53211
2021,Newfoundland and Labrador,Total,12 to 17 years,31100
2021,Newfoundland and Labrador,Total,18 to 24 years,39025
2021,Newfoundland and Labrador,Total,25 to 44 years,119507
2021,Newfoundland and Labrador,Total,45 to 64 years,161005
2021,Newfoundland and Labrador,Total,65 to 74 years,75894
2021,Newfoundland and Labrador,Total,75 years and older,47203
2021,Newfoundland and Labrador,Female,11 years and younger,25901
2021,Newfoundland and Labrador,Female,12 to 17 years,14956
2021,Newfoundland and Labrador,Female,18 to 24 years,18746
2021,Newfoundland and Labrador,Female,25 to 44 years,59672
2021,Newfoundland and Labrador,Female,45 to 64 years,81829
2021,Newfoundland and Labrador,Female,65 to 74 years,39056
2021,Newfoundland and Labrador,Female,75 years and older,26337
2021,Northwest Territories,Male,11 years and younger,3665
2021,Northwest Territories,Male,12 to 17 years,1749
2021,Northwest Territories,Male,18 to 24 years,1982
2021,Northwest Territories,Male,25 to 44 years,7191
2021,Northwest Territories,Male,45 to 64 years,6032
2021,Northwest Territories,Male,65 to 74 years,1555
2021,Northwest Territories,Male,75 years and older,696
2021,Northwest Territories,Total,11 years and younger,7222
2021,Northwest Territories,Total,12 to 17 years,3395
2021,Northwest Territories,Total,18 to 24 years,3919
2021,Northwest Territories,Total,25 to 44 years,14025
2021,Northwest Territories,Total,45 to 64 years,11615
2021,Northwest Territories,Total,65 to 74 years,2943
2021,Northwest Territories,Total,75 years and older,1459
2021,Northwest Territories,Female,11 years and younger,3557
2021,Northwest Territories,Female,12 to 17 years,1646
2021,Northwest Territories,Female,18 to 24 years,1937
2021,Northwest Territories,Female,25 to 44 years,6834
2021,Northwest Territories,Female,45 to 64 years,5583
2021,Northwest Territories,Female,65 to 74 years,1388
2021,Northwest Territories,Female,75 years and older,763
2021,Nova Scotia,Male,11 years and younger,56043
2021,Nova Scotia,Male,12 to 17 years,30071
2021,Nova Scotia,Male,18 to 24 years,43499
2021,Nova Scotia,Male,25 to 44 years,124975
2021,Nova Scotia,Male,45 to 64 years,138009
2021,Nova Scotia,Male,65 to 74 years,61860
2021,Nova Scotia,Male,75 years and older,38450
2021,Nova Scotia,Total,11 years and younger,109546
2021,Nova Scotia,Total,12 to 17 years,58029
2021,Nova Scotia,Total,18 to 24 years,82949
2021,Nova Scotia,Total,25 to 44 years,249061
2021,Nova Scotia,Total,45 to 64 years,282538
2021,Nova Scotia,Total,65 to 74 years,128734
2021,Nova Scotia,Total,75 years and older,88714
2021,Nova Scotia,Female,11 years and younger,53503
2021,Nova Scotia,Female,12 to 17 years,27958
2021,Nova Scotia,Female,18 to 24 years,39450
2021,Nova Scotia,Female,25 to 44 years,124086
2021,Nova Scotia,Female,45 to 64 years,144529
2021,Nova Scotia,Female,65 to 74 years,66874
2021,Nova Scotia,Female,75 years and older,50264
2021,Nunavut,Male,11 years and younger,5291
2021,Nunavut,Male,12 to 17 years,2084
2021,Nunavut,Male,18 to 24 years,2294
2021,Nunavut,Male,25 to 44 years,5947
2021,Nunavut,Male,45 to 64 years,3798
2021,Nunavut,Male,65 to 74 years,689
2021,Nunavut,Male,75 years and older,220
2021,Nunavut,Total,11 years and younger,10507
2021,Nunavut,Total,12 to 17 years,4259
2021,Nunavut,Total,18 to 24 years,4518
2021,Nunavut,Total,25 to 44 years,11582
2021,Nunavut,Total,45 to 64 years,7475
2021,Nunavut,Total,65 to 74 years,1292
2021,Nunavut,Total,75 years and older,453
2021,Nunavut,Female,11 years and younger,5216
2021,Nunavut,Female,12 to 17 years,2175
2021,Nunavut,Female,18 to 24 years,2224
2021,Nunavut,Female,25 to 44 years,5635
2021,Nunavut,Female,45 to 64 years,3677
2021,Nunavut,Female,65 to 74 years,603
2021,Nunavut,Female,75 years and older,233
2021,Ontario,Male,11 years and younger,932635
2021,Ontario,Male,12 to 17 years,504266
2021,Ontario,Male,18 to 24 years,690600
2021,Ontario,Male,25 to 44 years,2077296
2021,Ontario,Male,45 to 64 years,1936959
2021,Ontario,Male,65 to 74 years,723045
2021,Ontario,Male,75 years and older,491309
2021,Ontario,Total,11 years and younger,1819490
2021,Ontario,Total,12 to 17 years,974899
2021,Ontario,Total,18 to 24 years,1326570
2021,Ontario,Total,25 to 44 years,4097244
2021,Ontario,Total,45 to 64 years,3952948
2021,Ontario,Total,65 to 74 years,1522157
2021,Ontario,Total,75 years and older,1145169
2021,Ontario,Female,11 years and younger,886855
2021,Ontario,Female,12 to 17 years,470633
2021,Ontario,Female,18 to 24 years,635970
2021,Ontario,Female,25 to 44 years,2019948
2021,Ontario,Female,45 to 64 years,2015989
2021,Ontario,Female,65 to 74 years,799112
2021,Ontario,Female,75 years and older,653860
2021,Prince Edward Island,Male,11 years and younger,9644
2021,Prince Edward Island,Male,12 to 17 years,5370
2021,Prince Edward Island,Male,18 to 24 years,8025
2021,Prince Edward Island,Male,25 to 44 years,19441
2021,Prince Edward Island,Male,45 to 64 years,21327
2021,Prince Edward Island,Male,65 to 74 years,9550
2021,Prince Edward Island,Male,75 years and older,5688
2021,Prince Edward Island,Total,11 years and younger,18862
2021,Prince Edward Island,Total,12 to 17 years,10701
2021,Prince Edward Island,Total,18 to 24 years,15777
2021,Prince Edward Island,Total,25 to 44 years,39606
2021,Prince Edward Island,Total,45 to 64 years,43894
2021,Prince Edward Island,Total,65 to 74 years,19882
2021,Prince Edward Island,Total,75 years and older,13362
2021,Prince Edward Island,Female,11 years and younger,9218
2021,Prince Edward Island,Female,12 to 17 years,5331
2021,Prince Edward Island,Female,18 to 24 years,7752
2021,Prince Edward Island,Female,25 to 44 years,20165
2021,Prince Edward Island,Female,45 to 64 years,22567
2021,Prince Edward Island,Female,65 to 74 years,10332
2021,Prince Edward Island,Female,75 years and older,7674
2021,Quebec,Male,11 years and younger,556488
2021,Quebec,Male,12 to 17 years,274171
2021,Quebec,Male,18 to 24 years,335819
2021,Quebec,Male,25 to 44 years,1159743
2021,Quebec,Male,45 to 64 years,1158905
2021,Quebec,Male,65 to 74 years,480974
2021,Quebec,Male,75 years and older,316218
2021,Quebec,Total,11 years and younger,1084332
