REF_DATE,GEO,Gender,Group,Total_Value
2009,Alberta,Male,11 years and younger,275597
2009,Alberta,Male,12 to 17 years,145409
2009,Alberta,Male,18 to 24 years,201409
2009,Alberta,Male,25 to 44 years,588731
2009,Alberta,Male,45 to 64 years,488552
2009,Alberta,Male,65 to 74 years,99632
2009,Alberta,Male,75 years and older,72655
2009,Alberta,Total,11 years and younger,536797
2009,Alberta,Total,12 to 17 years,283706
2009,Alberta,Total,18 to 24 years,390248
2009,Alberta,Total,25 to 44 years,1131913
2009,Alberta,Total,45 to 64 years,953339
2009,Alberta,Total,65 to 74 years,206163
2009,Alberta,Total,75 years and older,176408
2009,Alberta,Female,11 years and younger,261200
2009,Alberta,Female,12 to 17 years,138297
2009,Alberta,Female,18 to 24 years,188839
2009,Alberta,Female,25 to 44 years,543182
2009,Alberta,Female,45 to 64 years,464787
2009,Alberta,Female,65 to 74 years,106531
2009,Alberta,Female,75 years and older,103753
2009,British Columbia,Male,11 years and younger,274024
2009,British Columbia,Male,12 to 17 years,166772
2009,British Columbia,Male,18 to 24 years,212868
2009,British Columbia,Male,25 to 44 years,607159
2009,British Columbia,Male,45 to 64 years,632687
2009,British Columbia,Male,65 to 74 years,168922
2009,British Columbia,Male,75 years and older,128364
2009,British Columbia,Total,11 years and younger,531755
2009,British Columbia,Total,12 to 17 years,319665
2009,British Columbia,Total,18 to 24 years,416249
2009,British Columbia,Total,25 to 44 years,1220437
2009,British Columbia,Total,45 to 64 years,1273629
2009,British Columbia,Total,65 to 74 years,345072
2009,British Columbia,Total,75 years and older,302920
2009,British Columbia,Female,11 years and younger,257731
2009,British Columbia,Female,12 to 17 years,152893
2009,British Columbia,Female,18 to 24 years,203381
2009,British Columbia,Female,25 to 44 years,613278
2009,British Columbia,Female,45 to 64 years,640942
2009,British Columbia,Female,65 to 74 years,176150
2009,British Columbia,Female,75 years and older,174556
2009,Canada,Male,11 years and younger,2250047
2009,Canada,Male,12 to 17 years,1312713
2009,Canada,Male,18 to 24 years,1639498
2009,Canada,Male,25 to 44 years,4677370
2009,Canada,Male,45 to 64 years,4726541
2009,Canada,Male,65 to 74 years,1189282
2009,Canada,Male,75 years and older,867880
2009,Canada,Total,11 years and younger,4384505
2009,Canada,Total,12 to 17 years,2563789
2009,Canada,Total,18 to 24 years,3218460
2009,Canada,Total,25 to 44 years,9319406
2009,Canada,Total,45 to 64 years,9475338
2009,Canada,Total,65 to 74 years,2491124
2009,Canada,Total,75 years and older,2172333
2009,Canada,Female,11 years and younger,2134458
2009,Canada,Female,12 to 17 years,1251076
2009,Canada,Female,18 to 24 years,1578962
2009,Canada,Female,25 to 44 years,4642036
2009,Canada,Female,45 to 64 years,4748797
2009,Canada,Female,65 to 74 years,1301842
2009,Canada,Female,75 years and older,1304453
2009,Manitoba,Male,11 years and younger,92408
2009,Manitoba,Male,12 to 17 years,51881
2009,Manitoba,Male,18 to 24 years,61555
2009,Manitoba,Male,25 to 44 years,159151
2009,Manitoba,Male,45 to 64 years,162526
2009,Manitoba,Male,65 to 74 years,39778
2009,Manitoba,Male,75 years and older,32414
2009,Manitoba,Total,11 years and younger,179928
2009,Manitoba,Total,12 to 17 years,102000
2009,Manitoba,Total,18 to 24 years,120994
2009,Manitoba,Total,25 to 44 years,316810
2009,Manitoba,Total,45 to 64 years,321589
2009,Manitoba,Total,65 to 74 years,83532
2009,Manitoba,Total,75 years and older,83442
2009,Manitoba,Female,11 years and younger,87520
2009,Manitoba,Female,12 to 17 years,50119
2009,Manitoba,Female,18 to 24 years,59439
2009,Manitoba,Female,25 to 44 years,157659
2009,Manitoba,Female,45 to 64 years,159063
2009,Manitoba,Female,65 to 74 years,43754
2009,Manitoba,Female,75 years and older,51028
2009,New Brunswick,Male,11 years and younger,45903
2009,New Brunswick,Male,12 to 17 years,27795
2009,New Brunswick,Male,18 to 24 years,34456
2009,New Brunswick,Male,25 to 44 years,97433
2009,New Brunswick,Male,45 to 64 years,113340
2009,New Brunswick,Male,65 to 74 years,30293
2009,New Brunswick,Male,75 years and older,20593
2009,New Brunswick,Total,11 years and younger,88976
2009,New Brunswick,Total,12 to 17 years,53839
2009,New Brunswick,Total,18 to 24 years,66495
2009,New Brunswick,Total,25 to 44 years,196034
2009,New Brunswick,Total,45 to 64 years,228767
2009,New Brunswick,Total,65 to 74 years,62619
2009,New Brunswick,Total,75 years and older,53082
2009,New Brunswick,Female,11 years and younger,43073
2009,New Brunswick,Female,12 to 17 years,26044
2009,New Brunswick,Female,18 to 24 years,32039
2009,New Brunswick,Female,25 to 44 years,98601
2009,New Brunswick,Female,45 to 64 years,115427
2009,New Brunswick,Female,65 to 74 years,32326
2009,New Brunswick,Female,75 years and older,32489
2009,Newfoundland and Labrador,Male,11 years and younger,30773
2009,Newfoundland and Labrador,Male,12 to 17 years,18227
2009,Newfoundland and Labrador,Male,18 to 24 years,23162
2009,Newfoundland and Labrador,Male,25 to 44 years,66919
2009,Newfoundland and Labrador,Male,45 to 64 years,80842
2009,Newfoundland and Labrador,Male,65 to 74 years,21492
2009,Newfoundland and Labrador,Male,75 years and older,12969
2009,Newfoundland and Labrador,Total,11 years and younger,60136
2009,Newfoundland and Labrador,Total,12 to 17 years,35696
2009,Newfoundland and Labrador,Total,18 to 24 years,45518
2009,Newfoundland and Labrador,Total,25 to 44 years,136719
2009,Newfoundland and Labrador,Total,45 to 64 years,162888
2009,Newfoundland and Labrador,Total,65 to 74 years,43920
2009,Newfoundland and Labrador,Total,75 years and older,31798
2009,Newfoundland and Labrador,Female,11 years and younger,29363
2009,Newfoundland and Labrador,Female,12 to 17 years,17469
2009,Newfoundland and Labrador,Female,18 to 24 years,22356
2009,Newfoundland and Labrador,Female,25 to 44 years,69800
2009,Newfoundland and Labrador,Female,45 to 64 years,82046
2009,Newfoundland and Labrador,Female,65 to 74 years,22428
2009,Newfoundland and Labrador,Female,75 years and older,18829
2009,Northwest Territories,Male,11 years and younger,3724
2009,Northwest Territories,Male,12 to 17 years,2140
2009,Northwest Territories,Male,18 to 24 years,2654
2009,Northwest Territories,Male,25 to 44 years,7020
2009,Northwest Territories,Male,45 to 64 years,5596
2009,Northwest Territories,Male,65 to 74 years,735
2009,Northwest Territories,Male,75 years and older,381
2009,Northwest Territories,Total,11 years and younger,7389
2009,Northwest Territories,Total,12 to 17 years,4158
2009,Northwest Territories,Total,18 to 24 years,5102
2009,Northwest Territories,Total,25 to 44 years,13776
2009,Northwest Territories,Total,45 to 64 years,10508
2009,Northwest Territories,Total,65 to 74 years,1429
2009,Northwest Territories,Total,75 years and older,806
2009,Northwest Territories,Female,11 years and younger,3665
2009,Northwest Territories,Female,12 to 17 years,2018
2009,Northwest Territories,Female,18 to 24 years,2448
2009,Northwest Territories,Female,25 to 44 years,6756
2009,Northwest Territories,Female,45 to 64 years,4912
2009,Northwest Territories,Female,65 to 74 years,694
2009,Northwest Territories,Female,75 years and older,425
2009,Nova Scotia,Male,11 years and younger,56074
2009,Nova Scotia,Male,12 to 17 years,34485
2009,Nova Scotia,Male,18 to 24 years,44466
2009,Nova Scotia,Male,25 to 44 years,118541
2009,Nova Scotia,Male,45 to 64 years,140451
2009,Nova Scotia,Male,65 to 74 years,38366
2009,Nova Scotia,Male,75 years and older,25719
2009,Nova Scotia,Total,11 years and younger,109292
2009,Nova Scotia,Total,12 to 17 years,67385
2009,Nova Scotia,Total,18 to 24 years,87441
2009,Nova Scotia,Total,25 to 44 years,241463
2009,Nova Scotia,Total,45 to 64 years,286084
2009,Nova Scotia,Total,65 to 74 years,79738
2009,Nova Scotia,Total,75 years and older,66667
2009,Nova Scotia,Female,11 years and younger,53218
2009,Nova Scotia,Female,12 to 17 years,32900
2009,Nova Scotia,Female,18 to 24 years,42975
2009,Nova Scotia,Female,25 to 44 years,122922
2009,Nova Scotia,Female,45 to 64 years,145633
2009,Nova Scotia,Female,65 to 74 years,41372
2009,Nova Scotia,Female,75 years and older,40948
2009,Nunavut,Male,11 years and younger,4347
2009,Nunavut,Male,12 to 17 years,2030
2009,Nunavut,Male,18 to 24 years,2275
2009,Nunavut,Male,25 to 44 years,4897
2009,Nunavut,Male,45 to 64 years,2832
2009,Nunavut,Male,65 to 74 years,381
2009,Nunavut,Male,75 years and older,123
2009,Nunavut,Total,11 years and younger,8455
2009,Nunavut,Total,12 to 17 years,4002
2009,Nunavut,Total,18 to 24 years,4385
2009,Nunavut,Total,25 to 44 years,9571
2009,Nunavut,Total,45 to 64 years,5216
2009,Nunavut,Total,65 to 74 years,711
2009,Nunavut,Total,75 years and older,264
2009,Nunavut,Female,11 years and younger,4108
2009,Nunavut,Female,12 to 17 years,1972
2009,Nunavut,Female,18 to 24 years,2110
2009,Nunavut,Female,25 to 44 years,4674
2009,Nunavut,Female,45 to 64 years,2384
2009,Nunavut,Female,65 to 74 years,330
2009,Nunavut,Female,75 years and older,141
2009,Ontario,Male,11 years and younger,886713
2009,Ontario,Male,12 to 17 years,521943
2009,Ontario,Male,18 to 24 years,634638
2009,Ontario,Male,25 to 44 years,1785052
2009,Ontario,Male,45 to 64 years,1780923
2009,Ontario,Male,65 to 74 years,446450
2009,Ontario,Male,75 years and older,334734
2009,Ontario,Total,11 years and younger,1727551
2009,Ontario,Total,12 to 17 years,1021179
2009,Ontario,Total,18 to 24 years,1254067
2009,Ontario,Total,25 to 44 years,3614471
2009,Ontario,Total,45 to 64 years,3598936
2009,Ontario,Total,65 to 74 years,945123
2009,Ontario,Total,75 years and older,835838
2009,Ontario,Female,11 years and younger,840838
2009,Ontario,Female,12 to 17 years,499236
2009,Ontario,Female,18 to 24 years,619429
2009,Ontario,Female,25 to 44 years,1829419
2009,Ontario,Female,45 to 64 years,1818013
2009,Ontario,Female,65 to 74 years,498673
2009,Ontario,Female,75 years and older,501104
2009,Prince Edward Island,Male,11 years and younger,9006
2009,Prince Edward Island,Male,12 to 17 years,5792
2009,Prince Edward Island,Male,18 to 24 years,6620
2009,Prince Edward Island,Male,25 to 44 years,17006
2009,Prince Edward Island,Male,45 to 64 years,20469
2009,Prince Edward Island,Male,65 to 74 years,5570
2009,Prince Edward Island,Male,75 years and older,3841
2009,Prince Edward Island,Total,11 years and younger,17800
2009,Prince Edward Island,Total,12 to 17 years,11178
2009,Prince Edward Island,Total,18 to 24 years,13151
2009,Prince Edward Island,Total,25 to 44 years,34514
2009,Prince Edward Island,Total,45 to 64 years,41826
2009,Prince Edward Island,Total,65 to 74 years,11630
2009,Prince Edward Island,Total,75 years and older,9746
2009,Prince Edward Island,Female,11 years and younger,8794
2009,Prince Edward Island,Female,12 to 17 years,5386
2009,Prince Edward Island,Female,18 to 24 years,6531
2009,Prince Edward Island,Female,25 to 44 years,17508
2009,Prince Edward Island,Female,45 to 64 years,21357
2009,Prince Edward Island,Female,65 to 74 years,6060
2009,Prince Edward Island,Female,75 years and older,5905
2009,Quebec,Male,11 years and younger,490356
2009,Quebec,Male,12 to 17 years,290408
2009,Quebec,Male,18 to 24 years,358427
2009,Quebec,Male,25 to 44 years,1087843
2009,Quebec,Male,45 to 64 years,1154065
2009,Quebec,Male,65 to 74 years,301824
2009,Quebec,Male,75 years and older,204223
2009,Quebec,Total,11 years and younger,958146
2009,Quebec,Total,12 to 17 years,572495
2009,Quebec,Total,18 to 24 years,703206
2009,Quebec,Total,25 to 44 years,2132448
2009,Quebec,Total,45 to 64 years,2307666
2009,Quebec,Total,65 to 74 years,636776
2009,Quebec,Total,75 years and older,532044
2009,Quebec,Female,11 years and younger,467790
2009,Quebec,Female,12 to 17 years,282087
2009,Quebec,Female,18 to 24 years,344779
2009,Quebec,Female,25 to 44 years,1044605
2009,Quebec,Female,45 to 64 years,1153601
2009,Quebec,Female,65 to 74 years,334952
2009,Quebec,Female,75 years and older,327821
2009,Saskatchewan,Male,11 years and younger,78750
2009,Saskatchewan,Male,12 to 17 years,44492
2009,Saskatchewan,Male,18 to 24 years,55233
2009,Saskatchewan,Male,25 to 44 years,132905
2009,Saskatchewan,Male,45 to 64 years,138595
2009,Saskatchewan,Male,65 to 74 years,34830
2009,Saskatchewan,Male,75 years and older,31433
2009,Saskatchewan,Total,11 years and younger,153728
2009,Saskatchewan,Total,12 to 17 years,85877
2009,Saskatchewan,Total,18 to 24 years,108324
2009,Saskatchewan,Total,25 to 44 years,261599
2009,Saskatchewan,Total,45 to 64 years,274005
2009,Saskatchewan,Total,65 to 74 years,72584
2009,Saskatchewan,Total,75 years and older,78389
2009,Saskatchewan,Female,11 years and younger,74978
2009,Saskatchewan,Female,12 to 17 years,41385
2009,Saskatchewan,Female,18 to 24 years,53091
2009,Saskatchewan,Female,25 to 44 years,128694
2009,Saskatchewan,Female,45 to 64 years,135410
2009,Saskatchewan,Female,65 to 74 years,37754
2009,Saskatchewan,Female,75 years and older,46956
2009,Yukon,Male,11 years and younger,2372
2009,Yukon,Male,12 to 17 years,1339
2009,Yukon,Male,18 to 24 years,1735
2009,Yukon,Male,25 to 44 years,4713
2009,Yukon,Male,45 to 64 years,5663
2009,Yukon,Male,65 to 74 years,1009
2009,Yukon,Male,75 years and older,431
2009,Yukon,Total,11 years and younger,4552
2009,Yukon,Total,12 to 17 years,2609
2009,Yukon,Total,18 to 24 years,3280
2009,Yukon,Total,25 to 44 years,9651
2009,Yukon,Total,45 to 64 years,10885
2009,Yukon,Total,65 to 74 years,1827
2009,Yukon,Total,75 years and older,929
2009,Yukon,Female,11 years and younger,2180
2009,Yukon,Female,12 to 17 years,1270
2009,Yukon,Female,18 to 24 years,1545
2009,Yukon,Female,25 to 44 years,4938
2009,Yukon,Female,45 to 64 years,5222
2009,Yukon,Female,65 to 74 years,818
2009,Yukon,Female,75 years and older,498
2010,Alberta,Male,11 years and younger,281242
2010,Alberta,Male,12 to 17 years,144590
2010,Alberta,Male,18 to 24 years,197081
2010,Alberta,Male,25 to 44 years,591578
2010,Alberta,Male,45 to 64 years,503143
2010,Alberta,Male,65 to 74 years,102897
2010,Alberta,Male,75 years and older,74478
2010,Alberta,Total,11 years and younger,547781
2010,Alberta,Total,12 to 17 years,281586
2010,Alberta,Total,18 to 24 years,385013
2010,Alberta,Total,25 to 44 years,1144069
2010,Alberta,Total,45 to 64 years,979966
2010,Alberta,Total,65 to 74 years,212945
2010,Alberta,Total,75 years and older,180281
2010,Alberta,Female,11 years and younger,266539
2010,Alberta,Female,12 to 17 years,136996
2010,Alberta,Female,18 to 24 years,187932
2010,Alberta,Female,25 to 44 years,552491
2010,Alberta,Female,45 to 64 years,476823
2010,Alberta,Female,65 to 74 years,110048
2010,Alberta,Female,75 years and older,105803
2010,British Columbia,Male,11 years and younger,275619
2010,British Columbia,Male,12 to 17 years,166046
2010,British Columbia,Male,18 to 24 years,213712
2010,British Columbia,Male,25 to 44 years,612038
2010,British Columbia,Male,45 to 64 years,644826
2010,British Columbia,Male,65 to 74 years,175142
2010,British Columbia,Male,75 years and older,131928
2010,British Columbia,Total,11 years and younger,534182
2010,British Columbia,Total,12 to 17 years,317840
2010,British Columbia,Total,18 to 24 years,419029
2010,British Columbia,Total,25 to 44 years,1230689
2010,British Columbia,Total,45 to 64 years,1296341
2010,British Columbia,Total,65 to 74 years,357407
2010,British Columbia,Total,75 years and older,309246
2010,British Columbia,Female,11 years and younger,258563
2010,British Columbia,Female,12 to 17 years,151794
2010,British Columbia,Female,18 to 24 years,205317
2010,British Columbia,Female,25 to 44 years,618651
2010,British Columbia,Female,45 to 64 years,651515
2010,British Columbia,Female,65 to 74 years,182265
2010,British Columbia,Female,75 years and older,177318
2010,Canada,Male,11 years and younger,2266660
2010,Canada,Male,12 to 17 years,1297183
2010,Canada,Male,18 to 24 years,1651775
2010,Canada,Male,25 to 44 years,4672501
2010,Canada,Male,45 to 64 years,4835052
2010,Canada,Male,65 to 74 years,1233589
2010,Canada,Male,75 years and older,890826
2010,Canada,Total,11 years and younger,4417389
2010,Canada,Total,12 to 17 years,2528128
2010,Canada,Total,18 to 24 years,3251127
2010,Canada,Total,25 to 44 years,9324965
2010,Canada,Total,45 to 64 years,9680795
2010,Canada,Total,65 to 74 years,2578744
2010,Canada,Total,75 years and older,2219264
2010,Canada,Female,11 years and younger,2150729
2010,Canada,Female,12 to 17 years,1230945
2010,Canada,Female,18 to 24 years,1599352
2010,Canada,Female,25 to 44 years,4652464
2010,Canada,Female,45 to 64 years,4845743
2010,Canada,Female,65 to 74 years,1345155
2010,Canada,Female,75 years and older,1328438
2010,Manitoba,Male,11 years and younger,93486
2010,Manitoba,Male,12 to 17 years,51736
2010,Manitoba,Male,18 to 24 years,62077
2010,Manitoba,Male,25 to 44 years,158996
2010,Manitoba,Male,45 to 64 years,165574
2010,Manitoba,Male,65 to 74 years,41087
2010,Manitoba,Male,75 years and older,32525
2010,Manitoba,Total,11 years and younger,182402
2010,Manitoba,Total,12 to 17 years,101266
2010,Manitoba,Total,18 to 24 years,122224
2010,Manitoba,Total,25 to 44 years,318103
2010,Manitoba,Total,45 to 64 years,327241
2010,Manitoba,Total,65 to 74 years,85717
2010,Manitoba,Total,75 years and older,83560
2010,Manitoba,Female,11 years and younger,88916
2010,Manitoba,Female,12 to 17 years,49530
2010,Manitoba,Female,18 to 24 years,60147
2010,Manitoba,Female,25 to 44 years,159107
2010,Manitoba,Female,45 to 64 years,161667
2010,Manitoba,Female,65 to 74 years,44630
2010,Manitoba,Female,75 years and older,51035
2010,New Brunswick,Male,11 years and younger,45592
2010,New Brunswick,Male,12 to 17 years,27363
2010,New Brunswick,Male,18 to 24 years,34664
2010,New Brunswick,Male,25 to 44 years,96417
2010,New Brunswick,Male,45 to 64 years,115206
2010,New Brunswick,Male,65 to 74 years,31668
2010,New Brunswick,Male,75 years and older,20887
2010,New Brunswick,Total,11 years and younger,88526
2010,New Brunswick,Total,12 to 17 years,52869
2010,New Brunswick,Total,18 to 24 years,66729
2010,New Brunswick,Total,25 to 44 years,193407
2010,New Brunswick,Total,45 to 64 years,232570
2010,New Brunswick,Total,65 to 74 years,64960
2010,New Brunswick,Total,75 years and older,53813
2010,New Brunswick,Female,11 years and younger,42934
2010,New Brunswick,Female,12 to 17 years,25506
2010,New Brunswick,Female,18 to 24 years,32065
2010,New Brunswick,Female,25 to 44 years,96990
2010,New Brunswick,Female,45 to 64 years,117364
2010,New Brunswick,Female,65 to 74 years,33292
2010,New Brunswick,Female,75 years and older,32926
2010,Newfoundland and Labrador,Male,11 years and younger,31020
2010,Newfoundland and Labrador,Male,12 to 17 years,17903
2010,Newfoundland and Labrador,Male,18 to 24 years,23125
2010,Newfoundland and Labrador,Male,25 to 44 years,67163
2010,Newfoundland and Labrador,Male,45 to 64 years,82412
2010,Newfoundland and Labrador,Male,65 to 74 years,22483
2010,Newfoundland and Labrador,Male,75 years and older,13348
2010,Newfoundland and Labrador,Total,11 years and younger,60470
2010,Newfoundland and Labrador,Total,12 to 17 years,35042
2010,Newfoundland and Labrador,Total,18 to 24 years,45460
2010,Newfoundland and Labrador,Total,25 to 44 years,136571
2010,Newfoundland and Labrador,Total,45 to 64 years,165957
2010,Newfoundland and Labrador,Total,65 to 74 years,45879
2010,Newfoundland and Labrador,Total,75 years and older,32550
2010,Newfoundland and Labrador,Female,11 years and younger,29450
2010,Newfoundland and Labrador,Female,12 to 17 years,17139
2010,Newfoundland and Labrador,Female,18 to 24 years,22335
2010,Newfoundland and Labrador,Female,25 to 44 years,69408
2010,Newfoundland and Labrador,Female,45 to 64 years,83545
2010,Newfoundland and Labrador,Female,65 to 74 years,23396
2010,Newfoundland and Labrador,Female,75 years and older,19202
2010,Northwest Territories,Male,11 years and younger,3727
2010,Northwest Territories,Male,12 to 17 years,2073
2010,Northwest Territories,Male,18 to 24 years,2618
2010,Northwest Territories,Male,25 to 44 years,6964
2010,Northwest Territories,Male,45 to 64 years,5736
2010,Northwest Territories,Male,65 to 74 years,754
2010,Northwest Territories,Male,75 years and older,386
2010,Northwest Territories,Total,11 years and younger,7367
2010,Northwest Territories,Total,12 to 17 years,3993
2010,Northwest Territories,Total,18 to 24 years,5135
2010,Northwest Territories,Total,25 to 44 years,13681
2010,Northwest Territories,Total,45 to 64 years,10818
2010,Northwest Territories,Total,65 to 74 years,1458
2010,Northwest Territories,Total,75 years and older,840
2010,Northwest Territories,Female,11 years and younger,3640
2010,Northwest Territories,Female,12 to 17 years,1920
2010,Northwest Territories,Female,18 to 24 years,2517
2010,Northwest Territories,Female,25 to 44 years,6717
2010,Northwest Territories,Female,45 to 64 years,5082
2010,Northwest Territories,Female,65 to 74 years,704
2010,Northwest Territories,Female,75 years and older,454
2010,Nova Scotia,Male,11 years and younger,55885
2010,Nova Scotia,Male,12 to 17 years,33840
2010,Nova Scotia,Male,18 to 24 years,45233
2010,Nova Scotia,Male,25 to 44 years,118173
2010,Nova Scotia,Male,45 to 64 years,142289
2010,Nova Scotia,Male,65 to 74 years,39721
2010,Nova Scotia,Male,75 years and older,26224
2010,Nova Scotia,Total,11 years and younger,108597
2010,Nova Scotia,Total,12 to 17 years,65765
2010,Nova Scotia,Total,18 to 24 years,88207
2010,Nova Scotia,Total,25 to 44 years,239359
2010,Nova Scotia,Total,45 to 64 years,290306
2010,Nova Scotia,Total,65 to 74 years,82384
2010,Nova Scotia,Total,75 years and older,67337
2010,Nova Scotia,Female,11 years and younger,52712
2010,Nova Scotia,Female,12 to 17 years,31925
2010,Nova Scotia,Female,18 to 24 years,42974
2010,Nova Scotia,Female,25 to 44 years,121186
2010,Nova Scotia,Female,45 to 64 years,148017
2010,Nova Scotia,Female,65 to 74 years,42663
2010,Nova Scotia,Female,75 years and older,41113
2010,Nunavut,Male,11 years and younger,4431
2010,Nunavut,Male,12 to 17 years,2049
2010,Nunavut,Male,18 to 24 years,2279
2010,Nunavut,Male,25 to 44 years,4990
2010,Nunavut,Male,45 to 64 years,2978
2010,Nunavut,Male,65 to 74 years,411
2010,Nunavut,Male,75 years and older,123
2010,Nunavut,Total,11 years and younger,8679
2010,Nunavut,Total,12 to 17 years,3968
2010,Nunavut,Total,18 to 24 years,4444
2010,Nunavut,Total,25 to 44 years,9760
2010,Nunavut,Total,45 to 64 years,5485
2010,Nunavut,Total,65 to 74 years,744
2010,Nunavut,Total,75 years and older,279
2010,Nunavut,Female,11 years and younger,4248
2010,Nunavut,Female,12 to 17 years,1919
2010,Nunavut,Female,18 to 24 years,2165
2010,Nunavut,Female,25 to 44 years,4770
2010,Nunavut,Female,45 to 64 years,2507
2010,Nunavut,Female,65 to 74 years,333
2010,Nunavut,Female,75 years and older,156
2010,Ontario,Male,11 years and younger,888090
2010,Ontario,Male,12 to 17 years,519131
2010,Ontario,Male,18 to 24 years,642566
2010,Ontario,Male,25 to 44 years,1770220
2010,Ontario,Male,45 to 64 years,1827825
2010,Ontario,Male,65 to 74 years,460910
2010,Ontario,Male,75 years and older,344639
2010,Ontario,Total,11 years and younger,1730749
2010,Ontario,Total,12 to 17 years,1012308
2010,Ontario,Total,18 to 24 years,1271664
2010,Ontario,Total,25 to 44 years,3594947
2010,Ontario,Total,45 to 64 years,3694516
2010,Ontario,Total,65 to 74 years,974681
2010,Ontario,Total,75 years and older,855703
2010,Ontario,Female,11 years and younger,842659
2010,Ontario,Female,12 to 17 years,493177
2010,Ontario,Female,18 to 24 years,629098
2010,Ontario,Female,25 to 44 years,1824727
2010,Ontario,Female,45 to 64 years,1866691
2010,Ontario,Female,65 to 74 years,513771
2010,Ontario,Female,75 years and older,511064
2010,Prince Edward Island,Male,11 years and younger,9022
2010,Prince Edward Island,Male,12 to 17 years,5684
2010,Prince Edward Island,Male,18 to 24 years,6752
2010,Prince Edward Island,Male,25 to 44 years,16912
2010,Prince Edward Island,Male,45 to 64 years,21107
2010,Prince Edward Island,Male,65 to 74 years,5825
2010,Prince Edward Island,Male,75 years and older,3889
2010,Prince Edward Island,Total,11 years and younger,17827
2010,Prince Edward Island,Total,12 to 17 years,10969
2010,Prince Edward Island,Total,18 to 24 years,13404
2010,Prince Edward Island,Total,25 to 44 years,34396
2010,Prince Edward Island,Total,45 to 64 years,42995
2010,Prince Edward Island,Total,65 to 74 years,12109
2010,Prince Edward Island,Total,75 years and older,9924
2010,Prince Edward Island,Female,11 years and younger,8805
2010,Prince Edward Island,Female,12 to 17 years,5285
2010,Prince Edward Island,Female,18 to 24 years,6652
2010,Prince Edward Island,Female,25 to 44 years,17484
2010,Prince Edward Island,Female,45 to 64 years,21888
2010,Prince Edward Island,Female,65 to 74 years,6284
2010,Prince Edward Island,Female,75 years and older,6035
2010,Quebec,Male,11 years and younger,495593
2010,Quebec,Male,12 to 17 years,281432
2010,Quebec,Male,18 to 24 years,364374
2010,Quebec,Male,25 to 44 years,1087955
2010,Quebec,Male,45 to 64 years,1175722
2010,Quebec,Male,65 to 74 years,316110
2010,Quebec,Male,75 years and older,210539
2010,Quebec,Total,11 years and younger,969056
2010,Quebec,Total,12 to 17 years,554961
2010,Quebec,Total,18 to 24 years,717590
2010,Quebec,Total,25 to 44 years,2132676
2010,Quebec,Total,45 to 64 years,2342695
2010,Quebec,Total,65 to 74 years,664798
2010,Quebec,Total,75 years and older,546447
2010,Quebec,Female,11 years and younger,473463
2010,Quebec,Female,12 to 17 years,273529
2010,Quebec,Female,18 to 24 years,353216
2010,Quebec,Female,25 to 44 years,1044721
2010,Quebec,Female,45 to 64 years,1166973
2010,Quebec,Female,65 to 74 years,348688
2010,Quebec,Female,75 years and older,335908
2010,Saskatchewan,Male,11 years and younger,80544
2010,Saskatchewan,Male,12 to 17 years,44021
2010,Saskatchewan,Male,18 to 24 years,55516
2010,Saskatchewan,Male,25 to 44 years,136193
2010,Saskatchewan,Male,45 to 64 years,142499
2010,Saskatchewan,Male,65 to 74 years,35491
2010,Saskatchewan,Male,75 years and older,31405
2010,Saskatchewan,Total,11 years and younger,157121
2010,Saskatchewan,Total,12 to 17 years,84988
2010,Saskatchewan,Total,18 to 24 years,108883
2010,Saskatchewan,Total,25 to 44 years,267301
2010,Saskatchewan,Total,45 to 64 years,280795
2010,Saskatchewan,Total,65 to 74 years,73714
2010,Saskatchewan,Total,75 years and older,78302
2010,Saskatchewan,Female,11 years and younger,76577
2010,Saskatchewan,Female,12 to 17 years,40967
2010,Saskatchewan,Female,18 to 24 years,53367
2010,Saskatchewan,Female,25 to 44 years,131108
2010,Saskatchewan,Female,45 to 64 years,138296
2010,Saskatchewan,Female,65 to 74 years,38223
2010,Saskatchewan,Female,75 years and older,46897
2010,Yukon,Male,11 years and younger,2409
2010,Yukon,Male,12 to 17 years,1315
2010,Yukon,Male,18 to 24 years,1778
2010,Yukon,Male,25 to 44 years,4902
2010,Yukon,Male,45 to 64 years,5735
2010,Yukon,Male,65 to 74 years,1090
2010,Yukon,Male,75 years and older,455
2010,Yukon,Total,11 years and younger,4632
2010,Yukon,Total,12 to 17 years,2573
2010,Yukon,Total,18 to 24 years,3345
2010,Yukon,Total,25 to 44 years,10006
2010,Yukon,Total,45 to 64 years,11110
2010,Yukon,Total,65 to 74 years,1948
2010,Yukon,Total,75 years and older,982
2010,Yukon,Female,11 years and younger,2223
2010,Yukon,Female,12 to 17 years,1258
2010,Yukon,Female,18 to 24 years,1567
2010,Yukon,Female,25 to 44 years,5104
2010,Yukon,Female,45 to 64 years,5375
2010,Yukon,Female,65 to 74 years,858
2010,Yukon,Female,75 years and older,527
2011,Alberta,Male,11 years and younger,286932
2011,Alberta,Male,12 to 17 years,144824
2011,Alberta,Male,18 to 24 years,194825
2011,Alberta,Male,25 to 44 years,594576
2011,Alberta,Male,45 to 64 years,513943
2011,Alberta,Male,65 to 74 years,107313
2011,Alberta,Male,75 years and older,76574
2011,Alberta,Total,11 years and younger,559524
2011,Alberta,Total,12 to 17 years,281134
2011,Alberta,Total,18 to 24 years,382311
